Roll,Pitch,Yaw,Time
-18.32,67.22,-116.66,0.0727
-23.96,63.14,-112.72,0.0727
-17.48,68.5,-116.99,0.0727
-15.39,71.46,-116.24,0.0728
-29.23,59.61,-108.91,0.0728
-15.43,72.08,-115.83,0.0729
-14.38,70.81,-117.04,0.0729
-18.72,66.59,-115.14,0.0729
-17.91,67.42,-115.36,0.073
-19.21,66.23,-116.08,0.073
-18.66,66.63,-116.38,0.0731
-19.45,66.05,-115.01,0.0731
-19.66,66.62,-114.64,0.0731
-22.77,63.53,-113.22,0.0732
-18.09,68.83,-114.41,0.0732
-18.89,67.52,-115.23,0.0733
-18.86,67.27,-114.8,0.0733
-18.9,67.09,-115.15,0.0734
-18.08,68.05,-115.02,0.0734
-20.0,64.13,-116.17,0.0734
-19.05,66.36,-115.83,0.0735
-15.88,68.76,-117.25,0.0735
-17.54,66.98,-117.79,0.0735
-15.31,69.94,-117.76,0.0736
-19.29,66.86,-114.36,0.0736
-20.08,64.59,-114.43,0.0737
-23.45,60.83,-113.22,0.0737
-16.59,68.49,-116.72,0.0738
-15.83,71.1,-116.76,0.0738
-15.38,70.8,-116.71,0.0738
-17.55,67.37,-116.26,0.0739
-16.35,68.82,-118.07,0.1407
-16.54,68.62,-115.64,0.3003
-16.71,68.71,-116.38,0.4602
-16.44,65.98,-116.49,0.624
-13.67,68.57,-118.52,0.7838
-19.67,64.62,-114.85,0.9435
-18.4,66.55,-115.56,1.1032
-18.69,66.09,-115.71,1.267
-18.33,67.1,-114.76,1.4268
-18.76,66.59,-114.52,1.5866
-18.5,66.41,-115.19,1.7464
-18.05,67.03,-114.64,1.9101
-17.56,67.94,-114.97,2.0698
-17.38,66.98,-115.24,2.2297
-17.29,67.15,-117.61,2.3897
-17.84,67.07,-114.44,2.5532
-17.35,66.97,-116.54,2.713
-17.45,67.4,-115.93,2.8729
-16.97,67.84,-116.42,3.0327
-17.1,67.8,-115.24,3.1963
-17.58,67.38,-115.67,3.3563
-17.56,66.79,-116.06,3.516
-17.38,67.14,-116.61,3.6758
-16.68,68.05,-117.13,3.8397
-17.16,67.42,-115.66,3.9993
-17.84,66.91,-116.49,4.1591
-16.84,68.01,-117.02,4.319
-17.48,66.82,-116.81,4.4826
-17.13,67.19,-115.57,4.6424
-16.95,67.43,-116.2,4.8021
-16.26,68.54,-117.16,4.9621
-18.06,66.49,-115.91,5.1259
-15.39,69.98,-116.41,5.2854
-15.88,74.09,-112.82,5.4454
-12.69,69.89,-111.71,5.6052
-20.43,56.8,-111.35,5.7688
-12.0,62.53,-125.2,5.9287
-29.43,51.19,-121.87,6.0886
-29.09,59.22,-117.13,6.2483
-13.71,67.87,-118.19,6.4119
-17.76,70.41,-109.53,6.5718
-10.66,77.86,-113.31,6.7315
-2.11,63.94,-124.86,6.8914
-13.69,70.13,-110.83,7.0551
-20.89,60.37,-107.42,7.2148
-13.13,64.57,-113.54,7.3748
-11.67,66.53,-111.86,7.5345
-10.87,78.56,-107.05,7.6981
-16.41,73.0,-100.89,7.858
-16.41,61.21,-99.19,8.0178
-18.3,20.99,-120.61,8.1777
-36.11,34.71,-123.75,8.3414
-66.14,21.93,-129.16,8.5011
-12.23,57.09,-119.92,8.6609
-10.22,44.1,-123.72,8.8216
-20.66,60.63,-106.65,8.9844
-17.23,64.04,-107.87,9.1442
-11.01,78.41,-102.34,9.304
-21.51,53.53,-108.32,9.4638
-13.29,63.55,-106.53,9.6275
-8.43,77.33,-100.98,9.7873
-11.52,77.21,-93.43,9.9471
-16.63,39.32,-110.34,10.1071
-22.77,34.22,-124.08,10.2709
-24.61,-54.64,-115.89,10.4304
-29.67,19.37,-133.82,10.5903
1.72,77.4,-127.94,10.7501
9.48,58.84,-139.74,10.9137
-0.39,74.0,-124.59,11.0735
-22.57,65.48,-111.15,11.2334
-23.09,55.03,-117.07,11.3932
-16.96,59.88,-117.05,11.557
-8.95,74.98,-108.24,11.7166
-21.58,66.61,-97.06,11.8764
-14.47,41.22,-118.1,12.0363
-14.1,33.09,-129.15,12.1999
-69.51,20.44,-133.24,12.3597
-58.65,-21.37,-139.87,12.5197
-5.19,57.58,-133.42,12.6793
-8.68,44.49,-134.68,12.8395
-30.15,54.36,-116.32,13.0029
-7.4,72.79,-124.87,13.1627
-14.7,71.59,-116.69,13.3226
-22.73,54.63,-119.69,13.4861
-14.41,66.6,-119.17,13.646
-25.75,60.24,-107.16,13.8058
-13.29,56.34,-107.64,13.9657
-23.46,36.78,-102.2,14.1293
-33.27,20.17,-128.05,14.2891
-37.76,51.72,-110.09,14.4489
-29.94,39.24,-121.04,14.6088
-19.27,68.13,-99.4,14.7685
22.11,64.72,-134.35,14.9322
-13.54,65.17,-103.09,15.0922
-15.62,68.73,-97.93,15.2518
-16.09,69.3,-96.06,15.4116
-21.14,59.21,-94.58,15.5753
-11.15,69.19,-87.86,15.7351
-26.27,63.35,-66.59,15.8949
-30.63,44.59,-77.4,16.0548
-31.03,34.79,-115.22,16.2184
-54.03,26.22,-137.62,16.3782
-80.18,1.25,-160.06,16.5381
-7.15,61.96,-123.05,16.6979
12.32,70.93,-125.03,16.8615
-18.02,71.47,-98.09,17.0215
-16.53,65.67,-105.66,17.1812
-15.31,67.86,-100.15,17.341
-21.94,59.32,-103.08,17.5049
-20.49,64.15,-91.05,17.6644
-27.39,60.86,-82.26,17.8243
0.67,56.92,-108.6,17.984
-24.89,40.27,-126.94,18.1477
-27.37,32.95,-140.27,18.3076
-78.03,6.82,-144.73,18.4673
-31.97,42.47,-140.85,18.6271
-16.4,73.2,-135.94,18.791
-10.36,66.19,-144.55,18.9506
-13.93,70.67,-137.85,19.1105
-14.58,69.42,-137.99,19.2703
-17.27,69.03,-135.58,19.4339
-22.59,59.73,-135.59,19.5938
-21.32,61.21,-132.44,19.7543
-26.28,61.01,-123.27,19.9133
-18.52,62.52,-121.15,20.0771
-29.54,40.85,-124.03,20.2369
-28.24,34.74,-128.3,20.3967
-77.1,11.98,-138.01,20.5567
-49.36,30.85,-127.93,20.7203
-7.85,66.53,-138.81,20.88
-2.62,83.42,-140.27,21.0399
-25.54,64.22,-126.74,21.1996
-18.79,71.01,-130.21,21.3633
-16.22,72.62,-130.1,21.5232
-13.3,75.24,-133.92,21.683
-17.23,71.06,-130.13,21.8428
-17.9,71.33,-130.9,22.0065
-16.44,73.04,-129.69,22.1662
-15.75,73.66,-131.89,22.3261
-15.38,73.57,-132.79,22.4863
-14.14,75.27,-132.11,22.6495
-15.16,74.07,-131.35,22.8093
-16.25,72.93,-131.85,22.9691
-15.75,73.71,-131.07,23.129
-16.46,72.83,-130.5,23.2926
-17.48,72.0,-130.64,23.4525
-16.65,72.93,-130.58,23.6122
-16.82,72.75,-130.43,23.7721
-16.52,72.77,-133.12,23.9358
-16.42,73.06,-130.57,24.0955
-16.04,73.48,-131.73,24.2554
-16.0,73.55,-130.52,24.4151
-16.05,73.69,-131.09,24.5788
-16.42,73.09,-131.56,24.7388
-16.2,73.32,-131.42,24.8985
-16.0,73.52,-132.01,25.0583
-15.91,73.76,-131.66,25.2221
-14.98,74.61,-131.47,25.3819
-15.39,74.19,-133.07,25.5417
-14.85,74.87,-131.18,25.7014
-15.62,74.0,-131.6,25.865
-15.6,74.12,-132.1,26.0251
-15.5,74.21,-130.79,26.1847
-14.73,74.82,-132.27,26.3446
-15.27,74.51,-131.47,26.5084
-14.33,75.24,-130.59,26.668
-17.32,71.9,-131.78,26.8279
-15.67,73.68,-131.9,26.9877
-16.04,73.23,-130.14,27.1513
-15.57,73.8,-131.65,27.3111
-14.46,75.27,-131.86,27.4712
-16.03,73.69,-132.05,27.6307
-14.37,75.59,-131.18,27.7945
-14.61,75.39,-131.31,27.9544
-16.15,73.85,-132.55,28.1141
-15.91,74.09,-131.7,28.2739
-16.41,73.59,-130.69,28.4377
-18.02,71.89,-130.78,28.5974
-14.48,75.53,-133.75,28.7573
-16.19,73.81,-134.37,28.917
-19.3,70.02,-131.03,29.0806
-21.6,66.2,-132.29,29.2407
-20.66,68.77,-130.56,29.4003
-22.89,62.71,-130.58,29.5601
-27.05,54.29,-127.23,29.7238
-30.57,54.19,-113.66,29.8836
-7.13,63.32,-115.98,30.0434
-3.68,72.27,-114.05,30.2032
-13.44,61.05,-111.3,30.3669
-15.73,66.47,-106.14,30.5267
-35.03,44.84,-104.97,30.6865
1.78,68.27,-123.83,30.8463
-10.91,79.06,-107.42,31.0101
-14.75,70.63,-109.3,31.1699
-14.83,66.34,-109.84,31.3296
-10.89,75.68,-108.28,31.4896
-13.24,67.78,-109.97,31.6531
-19.68,65.83,-104.22,31.813
-19.8,60.15,-107.1,31.9727
-19.37,60.16,-107.13,32.1325
-17.18,65.7,-106.84,32.2963
-20.72,61.09,-106.33,32.4561
-19.24,60.15,-108.52,32.6158
-18.12,70.34,-103.39,32.7758
-15.21,71.75,-102.82,32.9394
-29.59,53.71,-103.53,33.0992
-20.56,67.17,-103.23,33.259
-6.28,63.02,-117.65,33.4188
-13.6,67.22,-112.16,33.5825
6.39,83.49,-119.49,33.7423
-53.08,28.27,-138.23,33.9021
-17.96,71.35,-135.55,34.0619
-19.62,64.7,-140.28,34.2256
-16.82,63.94,-141.88,34.3853
-32.97,50.92,-139.61,34.5452
-15.92,70.43,-144.1,34.7052
-8.81,79.23,-146.24,34.8687
-7.99,81.32,-146.73,35.0286
-14.88,74.66,-141.05,35.1885
-14.56,71.67,-142.62,35.3482
-16.94,70.86,-138.37,35.5118
-20.91,68.04,-134.56,35.6717
-42.88,46.81,-129.07,35.8315
-26.47,63.43,-116.54,35.9914
-8.03,75.62,-112.89,36.1553
-17.51,72.33,-107.01,36.3147
-10.49,69.99,-114.25,36.4746
-13.35,76.16,-106.09,36.6343
-27.47,62.39,-103.01,36.798
-20.73,69.21,-106.4,36.9579
-21.4,67.85,-109.74,37.1177
-9.12,80.8,-113.31,37.2774
-15.0,74.92,-112.43,37.4413
-12.95,76.86,-111.95,37.6009
-11.6,78.39,-112.59,37.7607
-14.11,75.9,-112.26,37.9207
-15.3,74.7,-111.17,38.0842
-14.96,75.0,-111.02,38.244
-19.71,69.88,-109.25,38.4041
-14.64,75.33,-112.53,38.5638
-15.72,74.27,-111.67,38.7274
-16.68,73.22,-111.29,38.8873
-14.59,75.41,-113.03,39.047
-9.45,80.16,-114.68,39.2068
-3.94,83.0,-117.9,39.3705
-15.18,71.62,-113.59,39.5302
-10.15,78.18,-112.83,39.6901
-15.57,69.96,-111.37,39.8499
-15.77,71.38,-109.98,40.0136
-30.78,58.98,-105.69,40.1735
-20.92,63.39,-109.82,40.3332
-20.49,66.49,-107.66,40.4931
-19.05,70.37,-105.69,40.6568
-10.42,69.6,-125.73,40.8165
-10.57,67.25,-135.03,40.9764
-26.24,63.53,-127.51,41.1362
-53.83,36.08,-123.35,41.2998
2.55,72.02,-144.85,41.4596
-0.64,81.82,-132.81,41.6194
-24.29,62.47,-122.94,41.7792
-15.04,70.85,-125.68,41.9429
-14.26,72.04,-123.96,42.1027
-15.44,69.93,-124.61,42.2626
-9.88,77.85,-121.79,42.4225
-18.52,69.92,-115.59,42.586
-3.92,63.6,-129.28,42.746
-16.94,48.21,-137.44,42.9057
-23.28,48.13,-137.06,43.0655
-23.62,65.16,-134.24,43.2291
-15.48,73.41,-141.24,43.3891
-13.51,68.62,-141.97,43.5488
-20.35,35.18,-143.03,43.7086
-20.67,67.15,-135.79,43.8725
-10.95,76.41,-140.52,44.0321
-14.27,70.88,-140.08,44.192
-12.79,72.3,-139.05,44.3517
-12.99,71.59,-136.49,44.5154
-23.71,66.1,-129.02,44.6752
-14.38,42.79,-139.0,44.835
-20.8,42.11,-133.99,44.9948
-27.92,53.42,-128.95,45.1586
-69.81,17.86,-119.23,45.3183
-9.82,73.54,-140.25,45.4781
-17.18,71.91,-134.18,45.638
-0.11,82.52,-144.79,45.8016
-23.7,63.03,-128.72,45.9615
-14.36,73.58,-132.82,46.1216
-19.61,63.37,-129.36,46.281
-8.19,80.37,-129.78,46.4447
-15.95,73.95,-119.4,46.6048
-23.99,45.17,-125.67,46.7643
-13.37,47.57,-138.01,46.9242
-65.38,-24.52,-125.81,47.088
-42.67,46.31,-122.81,47.2477
-10.99,68.43,-136.72,47.4076
-10.84,79.05,-132.52,47.5673
-11.96,72.5,-131.26,47.731
-17.17,64.81,-128.56,47.8909
-14.59,69.87,-126.03,48.0506
-15.82,69.08,-122.87,48.2104
-10.44,78.9,-112.83,48.3742
-12.44,44.42,-131.81,48.534
-17.48,43.51,-138.3,48.6937
-18.96,52.27,-140.22,48.8535
-55.07,-8.32,-127.12,49.0173
-16.73,59.63,-143.01,49.1771
-13.9,73.03,-139.64,49.3367
-9.71,71.88,-142.78,49.4966
-11.45,66.63,-141.02,49.6602
-11.96,74.52,-136.08,49.8201
-16.25,63.76,-137.33,49.98
-13.75,76.1,-130.4,50.14
-32.25,57.62,-123.01,50.3033
-19.2,42.2,-140.16,50.4633
-14.47,46.27,-144.58,50.6232
-68.93,16.99,-126.3,50.7829
-47.25,42.12,-126.55,50.9466
-14.72,64.12,-144.59,51.1064
-14.74,75.07,-142.31,51.2661
-19.79,70.17,-138.81,51.426
-17.81,61.43,-143.1,51.5897
-13.95,72.31,-143.71,51.7494
-18.08,66.59,-139.74,51.9093
-8.71,80.3,-140.18,52.069
-24.98,63.19,-130.84,52.2327
-17.47,36.92,-139.56,52.3926
-17.84,45.88,-139.81,52.5524
-20.04,60.06,-140.08,52.7122
-53.02,14.15,-127.47,52.8759
-14.97,67.51,-141.7,53.0356
-18.47,70.63,-135.24,53.1955
-3.82,86.18,-144.54,53.3554
-16.54,68.35,-139.07,53.5189
-12.92,70.27,-141.06,53.6787
-14.5,69.31,-139.38,53.8386
